Analysis_Source	Name (extracted)	Citing Article	Citied Article	Features	Name_Variants	Homepage_URL
cited_context	rice crop stem images	https://doi.org/10.1007/s00521-023-08693-9 (2023)	https://doi.org/10.1016/j.neucom.2017.06.023 (2017)	The 'rice crop stem images' dataset is used to identify rice diseases through deep convolutional neural networks, specifically focusing on stem images captured in natural environments. This dataset enables researchers to develop and test machine learning models for disease identification, enhancing the accuracy of disease diagnosis in rice crops.		
cited_context	rice diseases image database	https://doi.org/10.1109/ACCESS.2024.3358333 (2024)	https://doi.org/10.1016/j.neucom.2017.06.023 (2017)	The rice diseases image database is used to train and evaluate deep convolutional neural networks for identifying rice diseases, particularly focusing on leaf and stem lesions. This dataset enables researchers to develop and test models that can accurately diagnose specific disease symptoms, enhancing the precision of disease identification in rice plants.		
citing_context	rice-leaf disease dataset from UCI	https://doi.org/10.1109/ICACCTech65084.2024.00028 (2024)	https://doi.org/10.12928/TELKOMNIKA.V19I2.16488 (2020)	The rice-leaf disease dataset from UCI is used to evaluate the performance of an extreme gradient boosting decision tree ensemble, specifically focusing on the accuracy of classifying rice leaf diseases. This dataset enables researchers to assess and improve machine learning models for disease classification, contributing to more effective agricultural management practices.		
cited_context	Rice Leaf Diseases Data Set	https://doi.org/10.1186/s13007-021-00722-9 (2021)	https://doi.org/10.3233/IDT-170301 (2017)	The Rice Leaf Diseases Data Set is used to detect and classify specific rice plant diseases, including Bacterial leaf blight, Brown spot, and Leaf smut. Each disease category contains 40 images captured under controlled conditions. Researchers employ this dataset to develop and validate machine learning models for disease classification, enhancing the accuracy of disease identification in rice plants.		
cited_context	Rice plant dataset	https://doi.org/10.1007/s10462-023-10517-0 (2023), https://doi.org/10.1109/ACCESS.2022.3141371 (2022)	https://doi.org/10.1016/j.inpa.2019.10.003 (2020)	The Rice plant dataset is primarily used to train and evaluate image-based models for diagnosing plant diseases, particularly in rice and cassava plants. It supports the development of classification models, focusing on handling class imbalance and optimizing image quality from various sources like smartphones and digital cameras. The dataset's comprehensive nature and diverse image characteristics enable researchers to test and improve the accuracy of disease detection algorithms, including deep residual convolutional neural networks.		
citing_context	rice plant image dataset	https://doi.org/10.32604/iasc.2022.020679 (2022), https://doi.org/10.51239/jictra.v12i2.306 (2022)	https://doi.org/10.3233/IDT-170301 (2017)	The rice plant image dataset is used for validating the detection and classification of rice plant diseases through image-based diagnostics and machine learning approaches. Specifically, it supports the prediction of three rice diseases using a deep convolutional neural network, classifying healthy and diseased rice plant leaves. With over 4000 images, the dataset enables robust training and testing of models for disease classification.		
cited_context	RoCoLe	https://www.semanticscholar.org/paper/b74461a923beb76a5fd18f08cae4291bd4ef3127 (2023)	https://doi.org/10.1016/j.dib.2019.104414 (2019)	The RoCoLe dataset is used to evaluate machine learning methods for recognizing plant diseases, particularly in robusta coffee leaf images. It includes both healthy and diseased states, enabling researchers to assess the accuracy and effectiveness of disease recognition algorithms. This dataset supports the development and testing of models aimed at improving disease diagnosis in agricultural settings.		
cited_context	Self-generated database	https://doi.org/10.3390/agronomy12102395 (2022)	https://doi.org/10.3390/s17092022 (2017)	The self-generated database is used to train and evaluate a deep-learning-based detector for real-time recognition of tomato plant diseases and pests. This dataset enables researchers to achieve 85% precision in identifying specific conditions, facilitating the development of accurate and efficient diagnostic tools. The dataset's focus on real-time recognition enhances its applicability in practical agricultural settings.		
cited_context	Sentinel-2	https://doi.org/10.3390/agriculture13020510 (2023)	https://doi.org/10.1109/IGARSS.2019.8898076 (2019)	The Sentinel-2 dataset is used for olive tree stress detection, employing satellite imagery to identify stress indicators rapidly and accurately. This methodology focuses on analyzing spectral bands to detect changes in vegetation health, enabling researchers to monitor and manage olive groves more effectively. The high-resolution and frequent revisit times of Sentinel-2 imagery are crucial for timely stress identification.		
citing_context	Sentinel-2 MSI imagery	https://doi.org/10.3390/plants14132082 (2025)	https://doi.org/10.3389/fpls.2022.1029529 (2022)	The Sentinel-2 MSI imagery dataset is used to monitor cotton aphids through ratio spectroscopy and a random forest algorithm, achieving 80% classification accuracy in pest detection. This methodology leverages the high-resolution spectral bands of the dataset to identify and classify pest infestations, enabling precise and timely management interventions in agricultural settings.		
cited_context	data set of 30000 images of pests	https://doi.org/10.1016/j.ecoinf.2021.101515 (2021)	https://doi.org/10.12928/TELKOMNIKA.V15I3.5382 (2017)	The dataset of 30,000 images of pests is used to train AlexNet, a deep convolutional neural network, for classifying 82 types of crop pests. This approach focuses on enhancing the accuracy of pest identification, leveraging the large and diverse image set to improve model performance in pest classification tasks.		
cited_context	small datasets (B 40 images)	https://doi.org/10.1007/s11831-018-9255-6 (2018)	https://doi.org/10.1016/J.COMPAG.2006.01.004 (2006)	The small dataset (B 40 images) is used to train and evaluate disease identification models, specifically for citrus disease detection. Researchers employ feedforward BPNN and statistical analysis of HSI to focus on small-scale image datasets. This dataset enables the development and testing of machine learning models tailored for limited data scenarios, enhancing the accuracy of disease identification in citrus plants.		
cited_context	Soybean 1280	https://doi.org/10.1080/02564602.2022.2121772 (2022)	https://doi.org/10.1007/s41870-020-00437-5 (2020)	The Soybean 1280 dataset is used to train and evaluate AlexNet for identifying soybean diseases, achieving 98% accuracy. It contains images of healthy and diseased soybean plants, enabling researchers to develop and test machine learning models for disease diagnosis. This dataset supports the advancement of automated disease detection methods in agricultural research.		
cited_context	Soybean Leaf Disease Dataset	https://doi.org/10.1007/s10462-023-10517-0 (2023)	https://doi.org/10.1007/s40030-019-00390-y (2019)	The Soybean Leaf Disease Dataset is primarily used to train and evaluate deep learning models for classifying soybean leaf diseases, enhancing diagnostic accuracy through image-based classification. It focuses on identifying various disease types using deep learning techniques, with some applications extending to hyperspectral image analysis for disease detection.		
cited_context	spectral reflectance characteristics	https://doi.org/10.1016/j.pbi.2019.06.007 (2019)	https://doi.org/10.1094/PHYTO-04-17-0128-R (2017)	The spectral reflectance characteristics dataset is used to link spectral patterns to early resistance reactions in barley against powdery mildew, specifically focusing on hypersensitive responses. This involves analyzing hyperspectral data to identify distinct spectral signatures associated with plant resistance mechanisms. The dataset enables researchers to detect and understand the early stages of plant defense responses, enhancing the precision of disease resistance studies.		
cited_context	standard plant village dataset	https://doi.org/10.1038/s41598-020-59108-x (2020)	https://doi.org/10.1007/978-3-030-00665-5_150 (2018)	The standard plant village dataset is used to classify grape crop diseases through transfer learning with AlexNet, focusing on the accuracy and performance of the model in disease diagnosis. This dataset enables researchers to evaluate and enhance machine learning models for precise disease identification in agricultural settings.		
cited_context	Stanford background dataset	https://doi.org/10.1155/2016/3289801 (2016)	https://doi.org/10.1109/ICCV.2009.5459211 (2009)	The Stanford background dataset is used to provide background images for training deep neural networks. Specifically, it enhances the ability of these networks to differentiate leaves from their surroundings, which is crucial for improving plant disease diagnosis or pest detection. This dataset enables researchers to focus on leaf-specific features by providing diverse and realistic background contexts, thereby improving the accuracy of diagnostic models.		
cited_context | citing_context	strawberry dataset	https://doi.org/10.1109/ACCESS.2023.3284760 (2023)	https://doi.org/10.1016/j.compag.2020.105446 (2019)	The strawberry dataset is used to test various neural network models for plant disease detection, specifically focusing on the accuracy and performance of these models in identifying diseases or pests in strawberries. This dataset enables researchers to evaluate and compare different machine learning approaches, enhancing the precision of disease and pest identification in agricultural settings.; The strawberry dataset is used to test various neural network models for plant disease diagnosis, specifically focusing on the accuracy and performance of these models in detecting diseases or pests in strawberries. This dataset enables researchers to evaluate and compare different machine learning approaches, enhancing the precision of disease and pest identification in strawberry plants.		
citing_context	Sugar beet leaf images dataset	https://doi.org/10.1155/2022/5862600 (2022)	https://doi.org/10.1016/j.physa.2019.122537 (2019)	The Sugar beet leaf images dataset is used to train and evaluate deep learning models, specifically Faster R-CNN and CNN, for detecting and classifying sugar beet leaf diseases and pests. Research focuses on improving disease detection accuracy and addressing challenges in distinguishing similar pests. Image augmentation techniques are applied to enhance model robustness.		
cited_context	Sugarcane Leaf images	https://www.semanticscholar.org/paper/06ace3a173b225a27bb7d4afbca4c00c2d3c1dff (2014)	https://www.semanticscholar.org/paper/540e133e6ddbb5b2f600b461aa20da42d156fc24 (2011)	The Sugarcane Leaf images dataset is used to measure leaf disease severity through image processing techniques. Researchers apply simple threshold and Triangle thresholding methods to segment leaf and lesion areas, enabling precise quantification of disease extent. This methodology supports studies focused on assessing and monitoring the impact of diseases on sugarcane crops.		
cited_context	Tea	https://doi.org/10.1109/ACCESS.2020.3021487 (2020)	https://doi.org/10.17632/DBJYFKN6JR.1 (2019)	The 'Tea' dataset is used for diagnosing diseases in tea leaves through 5-fold cross-validation, comparing metrics like accuracy, precision, recall, and F1 Score. It is also utilized to train a siamese network for low-shot learning, employing 200 epochs, a batch size of 8, and 50 batches, to identify tea leaf diseases effectively.		
cited_context	tea leaf diseases images	https://doi.org/10.1109/ACCESS.2021.3069646 (2021)	https://doi.org/10.1016/j.compag.2018.12.042 (2019)	The 'tea leaf diseases images' dataset is used to diagnose tea leaf diseases by combining the SLIC superpixel segmentation method with SVM classification. It focuses on 261 images representing 5 common diseases in complex backgrounds, enabling researchers to develop and test algorithms for accurate disease identification in tea leaves.		
cited_context	Tomato 10	https://doi.org/10.3390/app12146982 (2022)	https://doi.org/10.3390/electronics11060951 (2022)	The 'Tomato 10' dataset is used to train and evaluate AlexNet for the detection and classification of tomato leaf diseases. Research focuses on assessing the accuracy and performance of the model, leveraging the dataset's images to enhance disease recognition capabilities.		
cited_context	Tomato 4 4923	https://doi.org/10.3390/agriculture12010009 (2021)	https://doi.org/10.1109/TENCON.2018.8650088 (2018)	The 'Tomato 4 4923' dataset is used for deep learning-based tomato plant leaf disease detection and recognition. Researchers employ CNN and Faster R-CNN models to classify images and identify specific diseases. This dataset enables accurate image classification and disease identification, supporting advancements in automated plant health monitoring systems.		
citing_context	Tomato and Brinjal/Eggplant GLCM	https://doi.org/10.32996/jcsts.2023.5.3.6 (2023)	https://doi.org/10.1109/UBMK.2018.8566635 (2018)	The 'Tomato and Brinjal/Eggplant GLCM' dataset is used for plant leaf disease detection and classification. Researchers apply the Gray-Level Co-occurrence Matrix (GLCM) and adaptive neuro-fuzzy inference system to analyze texture features, enabling precise identification and categorization of diseases in tomato and brinjal/eggplant leaves. This methodology enhances the accuracy of disease diagnosis, supporting agricultural health management.		
citing_context	Tomato Late Blight dataset	https://doi.org/10.48129/kjs.v49i1.10586 (2021)		The Tomato Late Blight dataset is used to train and validate neural network models for diagnosing tomato late blight disease. It includes images at two resolutions (32x32 and 64x64 pixels), which are employed to evaluate model performance using metrics such as the Kappa coefficient and loss values. This dataset enables researchers to assess the effectiveness of different neural network architectures in disease diagnosis.		
cited_context | citing_context	Tomato Leaf	https://doi.org/10.1038/s41598-025-90487-1 (2025), https://doi.org/10.3390/s22020575 (2022)	https://doi.org/10.1016/j.measurement.2020.108650 (2020)	The tomato leaf dataset is used to evaluate the performance of methods for disease detection, achieving high accuracy rates (98.28% to 99%). It tests the robustness of models in complex background images and plant disease diagnosis contexts, focusing on the reliability of disease identification in varied conditions.; The Tomato Leaf dataset is used to train and evaluate FCNN and SCNN models for diagnosing plant diseases, specifically focusing on measuring stress levels due to nitrogen deficiency. This dataset enables researchers to develop and test machine learning models that can accurately identify and quantify the impact of nutrient deficiencies on tomato plants.	tomato leaf dataset	
cited_context	tomato leaf disease dataset	https://doi.org/10.1007/s11042-023-14994-x (2023)	https://doi.org/10.1007/978-3-319-11310-4_55 (2014)	The tomato leaf disease dataset is used to detect and classify two different viral diseases in tomato leaves. Researchers employ Support Vector Machine (SVM) methodology to focus on improving disease classification accuracy. This dataset enables precise identification of viral infections, enhancing the reliability of disease diagnosis in tomato plants.		
cited_context	Tomato leaf diseases dataset in AI CHALLENGER	https://doi.org/10.3390/app12125919 (2022)	https://doi.org/10.1109/ACCESS.2021.3058947 (2021)	The Tomato leaf diseases dataset in AI CHALLENGER is used to train and evaluate a restructured residual dense network for identifying tomato leaf diseases. Research focuses on improving accuracy and classification performance, utilizing the dataset's images to enhance model training and validation processes.		
cited_context	tomato plant disease dataset	https://doi.org/10.1016/j.compag.2019.105117 (2019)	https://doi.org/10.1109/CVPR.2017.632 (2016)	The tomato plant disease dataset is used to investigate the effectiveness of synthetic data augmentation and to evaluate generator architectural variants in diagnosing tomato plant diseases, particularly powdery mildew. Research focuses on performance metrics such as FID and NIMA, enhancing recognition systems and improving diagnostic accuracy.		
cited_context	Tomato Plant Village	https://doi.org/10.14569/ijacsa.2022.0130484 (2022)	https://doi.org/10.1088/1742-6596/1962/1/012024 (2021)	The 'Tomato Plant Village' dataset is used for classifying plant diseases through machine learning, specifically employing the Extreme Learning Machine (ELM) algorithm. This approach achieves an accuracy of 84%, enabling researchers to effectively diagnose plant diseases and understand the performance of ELM in agricultural applications.		
cited_context	Tomato Powdery Mildew Dataset (TPMD)	https://doi.org/10.1155/2022/3287561 (2022)	https://doi.org/10.1080/09720510.2020.1799504 (2020)	The Tomato Powdery Mildew Dataset (TPMD) is used for disease classification, specifically to predict tomato powdery mildew disease using an Extreme Learning Machine (ELM) algorithm. The dataset addresses the challenge of handling imbalanced data, enabling more accurate disease prediction and classification in tomatoes.		
cited_context	Tomato Powdery Mildew Disease dataset	https://doi.org/10.1155/2022/3287561 (2022)	https://doi.org/10.1109/SPIN48934.2020.9071202 (2020)	The Tomato Powdery Mildew Disease dataset is used to predict powdery mildew disease in tomato plants. Researchers apply a hybrid SVM-LR classifier on real-time data to enhance the accuracy of disease detection. This dataset enables the development and validation of machine learning models specifically aimed at improving early and accurate identification of powdery mildew, crucial for effective disease management.		
cited_context	UCI repository	https://doi.org/10.56093/ijas.v90i2.98996 (2020)		The UCI repository is used to benchmark machine learning algorithms for clustering, specifically to identify soybean diseases. Researchers focus on evaluating algorithm performance on a non-Indian dataset, highlighting the dataset's utility in comparing and validating different clustering methodologies in disease identification.		
cited_context	WDD2017	https://doi.org/10.3390/s21144749 (2021)	https://doi.org/10.1016/j.compag.2017.09.012 (2017)	The WDD2017 dataset is used to train and evaluate VGG-based Convolutional Neural Network (CNN) models for diagnosing six different wheat diseases. Comprising 9230 wheat crop images, this dataset enables researchers to develop and test machine learning algorithms specifically tailored for plant disease diagnosis, enhancing accuracy and reliability in identifying wheat diseases.		
cited_context	WDD2017 Dataset	https://doi.org/10.1109/AIPR.2018.8707385 (2018)	https://doi.org/10.1016/j.compag.2017.09.012 (2017)	The WDD2017 Dataset is used to train a full convolutional VGG-based network for simultaneous localization and diagnosis of wheat diseases in an in-field automatic system. This dataset enables researchers to develop and test machine learning models that can accurately identify and localize disease symptoms in wheat crops, enhancing automated disease management.		
cited_context	Wheat Disease Database (WDD)	https://doi.org/10.1007/s10462-023-10517-0 (2023)	https://doi.org/10.1109/TLA.2018.8444395 (2018)	The Wheat Disease Database (WDD) is primarily used to evaluate and train CNN models for plant disease detection, achieving high accuracies ranging from 76.59% to 99.66%. It supports various deep learning models, including InceptionNet, VGG-FCN-VD16, and VGG-FCN-S, and is applied to detect diseases in crops like cassava, rice, and wheat. The dataset enhances model robustness and performance in complex infield conditions, making it valuable for improving disease detection across multiple plant species.		
cited_context	whole leaf images	https://doi.org/10.46604/ijeti.2021.7346 (2021)	https://doi.org/10.14569/IJACSA.2021.0120125 (2021)	The 'whole leaf images' dataset is used to train and test plant disease detection models, focusing on identifying diseases from both full leaf images and isolated lesions and spots. This dataset enables researchers to develop and validate algorithms that can accurately diagnose plant diseases, enhancing the precision of disease identification in agricultural settings.		
citing_context	Winter wheat Powdery mildew Hyperspectral reflectance	https://doi.org/10.46604/ijeti.2021.8244 (2021)	https://doi.org/10.1016/J.COMPAG.2012.03.006 (2012)	The Winter wheat Powdery mildew Hyperspectral reflectance dataset is used to detect powdery mildew in winter wheat through leaf-level hyperspectral measurements. Researchers apply multivariate statistical methods such as Multiple Linear Regression (MLR), Partial Least Squares Regression (PLSR), and Fisher's Linear Discriminant Analysis (FLDA) to analyze 32 spectral features, enabling precise disease detection and quantification. This dataset facilitates the development and validation of models for early and accurate identification of powdery mildew, enhancing disease management strategies.		
cited_context	dataset with more than 3,000 images	https://doi.org/10.1155/2017/2917536 (2017)	https://doi.org/10.1155/2016/3289801 (2016)	The dataset with more than 3,000 images is used to train deep convolutional networks for recognizing 13 types of plant diseases from leaf images. The primary focus is on improving disease classification accuracy. This dataset enables researchers to develop and test machine learning models specifically tailored for plant disease diagnosis, leveraging a large and diverse set of leaf images.		
cited_context	YangLing	https://doi.org/10.3389/fpls.2022.820146 (2022)	https://doi.org/10.1101/2020.08.27.263186 (2020)	The YangLing dataset is used to train and evaluate deep learning models for recognizing and quantifying late blight lesions in diverse potato genotypes, with a focus on disease severity ranging from 0% to 70%. It is also used to validate methods for plant disease recognition, specifically apple leaf diseases, using image databases. This dataset enables researchers to assess the effectiveness of their models in disease diagnosis across different plant species and conditions.		
