Name (extracted)	Citing Article	Citied Article	Features
DiaKG	https://doi.org/10.3390/app13127115 (2023)	https://www.semanticscholar.org/paper/bc411487f305e451d7485e53202ec241fcc97d3b (2020)	The DiaKG dataset is utilized as a medical knowledge graph to evaluate the performance of reasoning models in healthcare applications. It enables researchers to assess how effectively these models can reason within a medical context, focusing on the accuracy and reliability of their outputs in practical healthcare scenarios.
CORD-19	https://doi.org/10.3390/app13127115 (2023)	https://www.semanticscholar.org/paper/bc411487f305e451d7485e53202ec241fcc97d3b (2020)	The CORD-19 dataset is used to integrate textual and structured data in COVID-19 research, enhancing multi-modal reasoning capabilities. Researchers apply this dataset to study how combining different data types can improve understanding and analysis in the context of the pandemic. This integration supports more comprehensive and nuanced research questions and methodologies, leveraging the dataset's rich textual and structured content.
RWTH-PHOENIX-Weather 2014T	https://doi.org/10.48550/arXiv.2211.00526 (2022)	https://doi.org/10.1109/CVPR.2018.00812 (2018)	The RWTH-PHOENIX-Weather 2014T dataset is primarily used to evaluate network performance in translating German sign language, with a focus on multi-modal reasoning. It enables researchers to assess how effectively models can integrate visual and linguistic data, addressing specific challenges in sign language recognition and translation. The dataset's multi-modal nature, combining video and text, supports robust testing of these capabilities.
PHOENIX14T	https://doi.org/10.48550/arXiv.2211.00526 (2022)	https://doi.org/10.1109/CVPR.2018.00812 (2018)	The PHOENIX14T dataset is primarily used to evaluate the Sign2Text task, which involves translating continuous sign language videos into spoken language. Researchers employ a multi-modal approach, leveraging both visual and textual data to improve translation accuracy. This dataset enables the development and testing of models that can effectively interpret sign language, addressing the challenge of converting visual gestures into coherent spoken language text.
ETH	https://doi.org/10.1109/ACCESS.2020.2991435 (2020)	https://doi.org/10.1109/ICCV.2009.5459260 (2009)	The ETH dataset is used to evaluate model performance in multi-modal reasoning, particularly focusing on multi-agent interactions and social behavior. It is applied in multi-target tracking scenarios, enabling researchers to assess how models reason about complex social dynamics and interactions in real-world settings.
UCY	https://doi.org/10.1109/ACCESS.2020.2991435 (2020)	https://doi.org/10.1109/ICCV.2009.5459260 (2009)	The UCY dataset is used to evaluate model performance in multi-modal reasoning, particularly focusing on multi-agent interactions and social behavior. It is applied in the context of multi-target tracking, enabling researchers to assess how models handle complex social dynamics and interactions in real-world scenarios.
FB15K-YG15K	https://doi.org/10.1145/3534678.3539244 (2022)	https://doi.org/10.1007/978-3-030-55130-8_12 (2020)	The FB15K-YG15K dataset is used to evaluate entity alignment methods in multi-modal knowledge graph reasoning. It specifically focuses on aligning entities with 20% alignment seeds, enabling researchers to assess the effectiveness of these methods in integrating and reasoning across different knowledge graphs. This dataset facilitates the development and testing of algorithms designed to improve entity alignment accuracy.
MIRFlickr	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.1145/1460096.1460104 (2008)	The MIRFlickr dataset is used to enhance multi-modal reasoning in image tagging tasks by disambiguating concepts and improving image-tag relationships. This involves employing methodologies that integrate image and tag data to refine the accuracy and relevance of tags associated with images, thereby supporting more effective and contextually appropriate image annotation and retrieval.
FB15M	https://doi.org/10.1145/3534678.3539244 (2022)	https://doi.org/10.1007/978-3-030-75762-5_40 (2021)	The dataset 'FB15M' is mentioned in the citation context but lacks detailed descriptions of its usage in research. Therefore, there is no specific evidence to describe its application, methodology, research questions, or enabling features in any particular research area.
LAION-5B	https://doi.org/10.1145/3592573.3593102 (2023)	https://doi.org/10.48550/arXiv.2210.08402 (2022)	The LAION-5B dataset is primarily used to train the OpenCLIP model, focusing on capturing semantic relationships between images and text. This supports the development of advanced multi-modal reasoning models, enabling more sophisticated image-text understanding. The dataset's large scale and diverse content are crucial for training robust models that can handle complex reasoning tasks.
VTKB	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.1109/TMM.2019.2937181 (2020)	The VTKB dataset is used to construct a visio-textual knowledge base that links hierarchical concepts to images through embedding similarities. This enhances image tagging quality by leveraging both visual and textual data, improving the accuracy and relevance of tags assigned to images.
NYTimes800k	https://doi.org/10.1109/TMM.2023.3301279 (2021)	https://www.semanticscholar.org/paper/4d8f2d14af5991d4f0d050d22216825cac3157bd (2015)	The NYTimes800k dataset is used to collect and annotate images, captions, and news articles from the New York Times. It focuses on providing ground-truth captions for images, enabling research in image captioning and multimodal content analysis. The dataset's rich annotations facilitate the development and evaluation of models that generate accurate and contextually relevant captions for images.
AWA2	https://doi.org/10.1109/ICTAI56018.2022.00064 (2022)	https://doi.org/10.1109/CVPR.2019.01175 (2018)	The AWA2 dataset is used to evaluate zero-shot learning models, particularly focusing on the performance of implicit and explicit correlation methods in knowledge graph propagation. It enables researchers to assess how well these models can predict unseen classes by leveraging existing knowledge. The dataset's characteristics support the evaluation of model accuracy in propagating knowledge across different categories.
DB-Img-Few	https://doi.org/10.1109/ICDE60146.2024.00061 (2024)	https://doi.org/10.1007/978-3-030-21348-0_30 (2019)	The DB-Img-Few dataset is used to provide image embeddings for multi-modal knowledge graph reasoning, specifically in few-shot learning scenarios. This dataset enables researchers to integrate visual information into knowledge graphs, enhancing reasoning capabilities with limited data. The focus on few-shot learning highlights its utility in scenarios where labeled data is scarce.
unearthed oracle bones’ photos	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.1016/J.COMPELECENG.2021.107173 (2021)	The 'unearthed oracle bones’ photos' dataset is used to construct a multi-modal knowledge graph for oracle bone recognition. This involves integrating visual and textual data to enhance information processing. The dataset enables researchers to develop and refine methods for recognizing and interpreting oracle bone inscriptions, leveraging both image and text data to improve accuracy and understanding.
VG dataset	https://doi.org/10.3233/sw-233510 (2023)	https://doi.org/10.1007/978-3-030-77385-4_41 (2020)	The VG dataset is used to substitute predicates in new triplets for the CSKG, focusing on the most common predicate between nodes in the original dataset. This approach aids in enhancing the knowledge graph by incorporating more frequent and relevant relationships, thereby improving the accuracy and utility of the graph for various applications.
Oracle Bone Inscriptions	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.1016/J.COMPELECENG.2021.107173 (2021)	The Oracle Bone Inscriptions dataset is used to detect and recognize oracle bones by integrating visual features with relevant literature, location, and institutional data. This integration enhances decision-making processes, enabling researchers to more accurately identify and contextualize these ancient artifacts. The dataset's multi-modal nature, combining visual and textual information, supports robust recognition and analysis.
Wikipedia articles and images	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.1109/TMM.2023.3301279 (2021)	The Wikipedia articles and images dataset is used to pre-train a cross-modal entity matching module, which focuses on aligning textual and visual scene graphs extracted from the articles and images. This alignment process enhances the model's ability to understand and match entities across different modalities, supporting research in cross-modal entity recognition and alignment.
CC3M	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.18653/v1/2022.acl-demo.23 (2022)	The CC3M dataset is used to support event recognition and relation extraction in multi-modal knowledge graphs. It provides visual data that enhances the ability to extract and recognize events and their relationships, contributing to more accurate and contextually rich knowledge graphs. This dataset enables researchers to integrate visual and textual information effectively, improving the overall performance of multi-modal reasoning systems.
BookCorpus	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.18653/v1/2022.acl-demo.23 (2022)	The BookCorpus dataset is used to enhance event knowledge graphs by providing textual data that offers context for event relations. This textual information is integrated into the knowledge graph to enrich the representation and understanding of events, thereby improving the accuracy and depth of event-related research. The dataset's extensive textual content is crucial for contextualizing and linking events within the graph.
CC12M	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.18653/v1/2022.acl-demo.23 (2022)	The CC12M dataset is used to support event recognition and relation extraction in multi-modal knowledge graphs. It provides visual data that enhances the accuracy and richness of these tasks, enabling researchers to build more comprehensive and contextually aware knowledge graphs. This dataset's visual content is crucial for integrating and reasoning about complex, multi-source information.
C4(news)	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.18653/v1/2022.acl-demo.23 (2022)	The C4(news) dataset is used to enrich event knowledge graphs with current textual news data, incorporating new events and relations. This methodology involves updating knowledge graphs dynamically to reflect recent developments, enhancing their relevance and accuracy. The dataset's timely and diverse content supports research in maintaining up-to-date knowledge bases, particularly in areas requiring real-time information.
Cyc	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.1023/B:BTTJ.0000047600.45421.6D (2004)	The Cyc dataset is primarily listed as an example of a knowledge graph that covers common sense knowledge. It is not utilized in specific research contexts or methodologies, nor is it directly involved in addressing particular research questions or applications. Its main relevance lies in its representation of common sense knowledge, which can inform the design and evaluation of other knowledge graphs and reasoning systems.
BabelNet	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.1023/B:BTTJ.0000047600.45421.6D (2004)	BabelNet is primarily listed as an example of a knowledge graph that covers lexical knowledge. It is not used in specific research contexts or methodologies related to multi-modal Knowledge Graph Reasoning. The dataset's comprehensive lexical coverage makes it a reference point in discussions about knowledge graphs, but its direct application in research is not specified in the provided descriptions.
Fashion-MMKG	https://doi.org/10.18653/v1/2023.acl-industry.16 (2023)	https://www.semanticscholar.org/paper/6f870f7f02a8c59c3e23f407f3ef00dd1dcf8fc4 (2021)	The Fashion-MMKG dataset is used to enhance e-commerce image-text retrieval by incorporating cross-modal fashion knowledge into the training of a CLIP-style model. This approach improves the model's understanding of fashion-related multimodal data, enabling more accurate and contextually relevant search results. The dataset's focus on fashion-specific multimodal information is crucial for this application.
Houston dataset	https://doi.org/10.1080/01431161.2023.2240032 (2023)	https://doi.org/10.1016/J.ISPRSJPRS.2021.05.011 (2021)	The Houston dataset is used for multimodal remote sensing, focusing on land cover classification by integrating Hyperspectral Imaging (HSI) and Multispectral Imaging (MSI) data. Researchers employ shared and specific feature learning models to enhance classification accuracy, leveraging the dataset's detailed spectral and spatial information. This approach addresses the challenge of accurately classifying diverse land cover types in urban environments.
