Analysis_Source	Name (extracted)	Citing Article	Citied Article	Features	Name_Variants	Homepage_URL
cited_context	RSBlur	https://doi.org/10.1109/TPAMI.2023.3330416 (2023), https://www.semanticscholar.org/paper/3fb08a1c07eba3461d6ed784b25d952979e90e0d (2023), https://doi.org/10.1109/TPAMI.2024.3419007 (2024)	https://doi.org/10.1007/978-3-031-20071-7_29 (2022)	The RSBlur dataset is primarily used to evaluate and train image deblurring models, focusing on real-world scenarios and realistic blur synthesis. It assesses performance on naturally and motion-blurred images, emphasizing the trade-off between PSNR and model complexity. The dataset helps researchers test the robustness, generalization, and effectiveness of deblurring algorithms in practical conditions.		
citing_context	RSID	https://doi.org/10.3390/electronics13142817 (2024)	https://doi.org/10.1016/J.INS.2019.02.058 (2019)	The RSID dataset is used for comparing and evaluating image restoration methods, particularly in dehazing and restoration performance in remote sensing images. It provides 7000 pairs of degraded and clean images for training and 1000 pairs for testing, enabling researchers to assess the effectiveness of different restoration algorithms.		
citing_context	RSVD	https://doi.org/10.48550/arXiv.2411.17687 (2024)	https://doi.org/10.1109/CVPR.2017.35 (2016)	The RSVD dataset is primarily used for video deblurring research, providing real-world blurred video data. It enables the training and evaluation of deblurring models, focusing on enhancing the clarity of motion-blurred videos. The dataset's real-world characteristics make it valuable for developing robust deblurring algorithms.		
cited_context | citing_context	Rtts	https://doi.org/10.48550/arXiv.2408.15994 (2024), https://doi.org/10.1109/ICCV51070.2023.01983 (2023)	https://doi.org/10.1109/ACSSC.2011.6190099 (2011), https://doi.org/10.1109/TIP.2018.2806202 (2017)	The RTTS dataset is used for evaluating image restoration methods, particularly in scenarios where reference images are unavailable. It employs non-reference metrics for quantitative comparison, enabling researchers to assess the performance of restoration algorithms. Specifically, it is used to measure the effectiveness of haze removal techniques in real-world hazy conditions, providing a practical testbed for algorithmic improvements.; The RTTS dataset is used for real-world experimental analysis in snow removal, providing diverse scenarios to test the robustness of models. It enables researchers to evaluate and improve the performance of image restoration techniques under varied and challenging conditions, focusing on the practical application of these methods in real-world settings.	RTTS	
citing_context	RWBI	https://doi.org/10.1109/TCSVT.2024.3519352 (2025), https://doi.org/10.1109/TCSVT.2024.3516074 (2024)	https://doi.org/10.48550/arXiv.2212.11548 (2022)	The RWBI dataset is used to enhance and evaluate image restoration performance, particularly in real-world conditions involving complex degradations such as blur and varying illumination. It serves as an unseen benchmark for testing deblurring algorithms, providing realistic scenarios to assess and improve algorithm robustness.		
cited_context	SA-1B	https://doi.org/10.1109/CVPR52733.2024.02425 (2024)	https://doi.org/10.48550/arXiv.2210.08402 (2022)	The SA-1B dataset is used to evaluate and compare image quality against other large datasets, highlighting its significance in image restoration tasks. Researchers employ this dataset to assess the effectiveness of different restoration methods, focusing on the importance of high-quality images in achieving better restoration outcomes. This dataset enables rigorous benchmarking and validation of image restoration techniques.		
cited_context	SATE HAZE 1K	https://doi.org/10.1109/TPAMI.2024.3419007 (2024)	https://doi.org/10.1007/978-3-030-01449-0_52 (2018)	The SATE HAZE 1K dataset is used to evaluate dehazing algorithms specifically for remote sensing images, including satellite and aerial imagery. Researchers employ this dataset to assess the performance of dehazing techniques, focusing on improving image clarity and quality in these types of images. The dataset's relevance lies in its application to enhance the visibility and usability of remote sensing data in various environmental and monitoring studies.		
cited_context | citing_context	Satehaze1K	https://doi.org/10.1109/TCSVT.2024.3429557 (2024), https://doi.org/10.1109/TCSVT.2024.3429557 (2024), https://doi.org/10.1109/TPAMI.2024.3419007 (2024)	https://doi.org/10.1109/WACV45572.2020.9093471 (2020)	The SateHaze1k dataset is primarily used for dehazing experiments in remote sensing, specifically for satellite image restoration. Researchers employ this dataset to improve image clarity using methods such as SAR image priors and conditional GANs. It is utilized to evaluate the performance of dehazing algorithms, particularly the Asimage dehazing model, in enhancing the quality of satellite imagery.; The SateHaze1k dataset is primarily used for evaluating and enhancing image restoration techniques in remote sensing, with a focus on haze removal and improving image clarity. It is utilized in dehazing experiments to assess the performance of various dehazing algorithms, particularly in satellite imagery. The dataset supports the application of models like Asimage and leverages SAR image priors in conditional GANs to enhance optical imagery quality.	SateHaze1k	
cited_context	SateHaze1k-Moderate	https://doi.org/10.1109/TPAMI.2024.3419007 (2024)	https://doi.org/10.1007/978-3-030-58610-2_28 (2020)	The SateHaze1k-Moderate dataset is used to evaluate the effectiveness of dehazing models in moderate haze conditions for remote sensing images. It specifically tests the model's ability to achieve high-quality dehazing, focusing on improving image clarity and detail in hazy satellite imagery. This dataset enables researchers to assess and enhance dehazing algorithms, ensuring they perform well under realistic atmospheric conditions.		
cited_context	SateHaze1k-Thick	https://doi.org/10.1109/TPAMI.2024.3419007 (2024)	https://doi.org/10.1007/978-3-030-58610-2_28 (2020)	The SateHaze1k-Thick dataset is used to evaluate the robustness of models in thick haze conditions for remote sensing images. It is employed to demonstrate state-of-the-art performance in this challenging environment, focusing on the ability of models to maintain accuracy and reliability under dense atmospheric haze. This dataset specifically enables researchers to test and improve image restoration techniques in real-world, hazy conditions.		
cited_context	SateHaze1k-Thin	https://doi.org/10.1109/TPAMI.2024.3419007 (2024)	https://doi.org/10.1007/978-3-030-58610-2_28 (2020)	The SateHaze1k-Thin dataset is used to evaluate model performance in remote sensing image dehazing, specifically under thin haze conditions. Researchers apply this dataset to assess the effectiveness of dehazing algorithms, focusing on the clarity and quality of restored images. The dataset's emphasis on thin haze scenarios makes it particularly useful for refining and testing dehazing techniques in less severe atmospheric conditions.		
cited_context	SCUT-CTW1500	https://doi.org/10.1109/CVPRW59228.2023.00178 (2023)	https://doi.org/10.1109/CVPR.2018.00070 (2018)	The SCUT-CTW1500 dataset is primarily used for evaluating curve text detection in wild images. It focuses on the restoration and recognition of curved text in diverse environments, employing methodologies that test the accuracy and robustness of text detection algorithms. This dataset enables researchers to address specific challenges in recognizing and restoring curved text, enhancing the performance of text detection systems in real-world scenarios.		
cited_context	SD7K	https://doi.org/10.1109/CVPR52733.2024.01482 (2024)	https://doi.org/10.1109/ICCV51070.2023.01144 (2023)	The SD7K dataset is used to train DocShadow, a model focused on document shadow removal. It emphasizes a large-scale dataset with diverse shadow conditions, enabling researchers to develop and test algorithms that effectively handle various shadow scenarios in document images. This dataset's extensive and varied content supports the training and evaluation of robust shadow removal techniques.		
cited_context	Seaships	https://doi.org/10.1109/TIV.2023.3347952 (2024)	https://doi.org/10.1109/TMM.2018.2865686 (2018)	The Seaships dataset is primarily used for evaluating and comparing image restoration techniques, specifically dehazing, deraining, and low-light enhancement, in maritime contexts. It focuses on ship detection and visual quality assessments, employing metrics like PSNR, SSIM, and FSIM. The dataset's precise annotations and large-scale, synthetic images enable robust training and evaluation of ship detection models under various environmental conditions.		
cited_context	sequentially-applied (or mixed) distortion dataset	https://doi.org/10.1109/CVPRW56347.2022.00069 (2022)	https://doi.org/10.1109/CVPR.2018.00259 (2018)	The sequentially-applied (or mixed) distortion dataset is used to evaluate image restoration methods by applying a sequence of distortions to images. This enhances the robustness of restoration algorithms, focusing on their ability to handle multiple, cumulative distortions. The dataset enables researchers to test and improve the performance of these algorithms under complex, real-world conditions.		
cited_context	Set11	https://doi.org/10.1109/CVPR52688.2022.01688 (2022)	https://doi.org/10.1109/ICCV.2001.937655 (2001)	Set11 is used for evaluating image restoration methods, offering a small but diverse set of images to assess performance. This dataset enables researchers to test and compare the effectiveness of various restoration techniques, focusing on how well these methods handle different types of image degradation. The diversity of images in Set11 provides a robust basis for performance assessment in image restoration research.		
cited_context | citing_context	Set12	https://doi.org/10.1109/CVPR52733.2024.00277 (2023), https://doi.org/10.1109/CVPR52688.2022.00564 (2021), https://doi.org/10.48550/arXiv.2210.00405 (2022), https://doi.org/10.1109/TPAMI.2021.3088914 (2020) (+5)	https://doi.org/10.1109/TIP.2017.2662206 (2016), https://doi.org/10.1109/ICCV.2001.937655 (2001)	Set12 is used to evaluate methods for grayscale image denoising, focusing on performance and quality improvements. The dataset's small, well-curated nature makes it suitable for detailed assessments of denoising techniques, enabling researchers to measure specific enhancements in image restoration accuracy and efficiency.; Set12 is primarily used for evaluating image denoising and restoration algorithms under controlled conditions. It focuses on a small set of high-quality, grayscale images to assess performance metrics such as PSNR and visual quality at specific noise levels (σ=15, σ=25, and σ=50). The dataset enables researchers to benchmark and compare denoising methods, emphasizing the accuracy and effectiveness of restoration techniques on synthetic benchmarks.	Set12	
cited_context	Set14	https://doi.org/10.1109/CVPRW.2018.00121 (2018), https://doi.org/10.1109/ICCVW54120.2021.00210 (2021), https://www.semanticscholar.org/paper/cbd65255f6266f798326acc8e0654e40ea0918cf (2018) (+15)	https://doi.org/10.1007/978-3-642-27413-8_47 (2010)	Set14 is primarily used to evaluate image super-resolution and restoration methods, focusing on performance metrics such as PSNR, SSIM, and LPIPS. It is employed to assess the quality and perceptual similarity of restored images, particularly in GAN-based and sparse-representation techniques. The dataset enables researchers to compare and validate the effectiveness of different super-resolution approaches, emphasizing high-quality image restoration and low-complexity methods.		
cited_context	Set14 × 2	https://doi.org/10.1007/s11263-023-01843-5 (2023)	https://doi.org/10.1109/CVPR.2019.01132 (2019)	The Set14 × 2 dataset is primarily used for performance comparison in single image super-resolution tasks. Researchers employ this dataset to evaluate and benchmark the efficiency of different algorithms, focusing on metrics such as FLOPs, running time, and peak memory consumption. This enables a detailed analysis of computational efficiency and resource utilization, facilitating advancements in algorithm optimization.		
cited_context	Set5	https://doi.org/10.1109/ICCVW54120.2021.00210 (2021), https://doi.org/10.1109/CVPRW.2018.00121 (2018), https://doi.org/10.48550/arXiv.2210.01427 (2022) (+15)	https://doi.org/10.1007/978-3-642-27413-8_47 (2010)	The Set5 dataset is primarily used to evaluate super-resolution methods, focusing on performance metrics such as PSNR, SSIM, and LPIPS. It is employed to assess the quality and effectiveness of GAN-based and low-complexity single-image super-resolution techniques, particularly in enhancing image resolution at various scaling factors. The dataset also tests the generalization ability of networks on images with blended distortions and different resolutions, contributing to the broader field of image restoration.		
cited_context	Set6	https://doi.org/10.1109/TPAMI.2021.3088914 (2020)	https://doi.org/10.1109/ICCV.2011.6126278 (2011)	Set6 is used in research to evaluate the effectiveness of image restoration methods, particularly focusing on performance metrics such as PSNR. It is employed to compare the proposed DPIR method against other established techniques like EPLL, FDN, DMPHN, IRCNN, and IR-CNN+. The dataset enables researchers to quantitatively assess and benchmark the performance of these methods in image restoration tasks.		
cited_context	Set68	https://www.semanticscholar.org/paper/cbd65255f6266f798326acc8e0654e40ea0918cf (2018)	https://doi.org/10.1109/ICCV.2001.937655 (2001)	Set68 is used for testing image restoration and denoising models, focusing on performance evaluation at specific noise levels (σ = 15, 25, 50). The dataset enables researchers to assess model effectiveness under controlled conditions, providing a standardized benchmark for comparing different image restoration techniques.		
cited_context	SHDD	https://doi.org/10.1109/CVPRW56347.2022.00069 (2022)	https://doi.org/10.1109/CVPR.2018.00259 (2018)	The SHDD dataset is used to evaluate image restoration methods by comparing their performance against mixed distortions and original images. Researchers employ deep reinforcement learning to assess these methods, focusing on how effectively they can restore images degraded by various distortions. This dataset enables rigorous testing and benchmarking of restoration algorithms, ensuring they can handle real-world image degradation scenarios.		
citing_context	SICE	https://doi.org/10.48550/arXiv.2411.17687 (2024), https://doi.org/10.48550/arXiv.2505.18047 (2025)	https://doi.org/10.1109/CVPR46437.2021.00912 (2021)	The SICE dataset is used in research for single-image color and contrast enhancement. It provides multi-exposure images to train and evaluate models, focusing on color correction, detail preservation, and contrast improvement. This dataset enables researchers to assess the generalization of their models on real-world images, enhancing both visual quality and perceptual accuracy.		
cited_context | citing_context	Sid	https://doi.org/10.48550/arXiv.2501.12981 (2025)	https://doi.org/10.1016/j.cviu.2022.103403 (2022)	The SID dataset is used to validate the performance of UniUIR on low-light image enhancement, specifically focusing on Sony camera images. It enables researchers to assess and improve the effectiveness of image restoration techniques under low-light conditions, leveraging the dataset's characteristic focus on Sony camera data.; The SID dataset is used to validate the performance of UniUIR on low-light image enhancement, specifically focusing on images captured by Sony cameras. This dataset enables researchers to assess and improve the effectiveness of image restoration techniques under low-light conditions, ensuring that the enhancements are robust and reliable for Sony camera images.	SID	
cited_context	SID Sony dataset	https://doi.org/10.1109/CVPR46437.2021.00349 (2021)	https://doi.org/10.1007/978-3-319-10602-1_48 (2014)	The SID Sony dataset is mentioned in the citation context but lacks detailed descriptions of its usage in specific research studies. Therefore, there is no evidence to describe its application, methodology, research questions, or enabling capabilities in any particular research area.		
cited_context | citing_context	Sidd	https://doi.org/10.48550/arXiv.2506.16960 (2025), https://doi.org/10.48550/arXiv.2410.15067 (2024), https://doi.org/10.48550/arXiv.2503.09403 (2025) (+2), https://doi.org/10.1109/CVPRW53098.2021.00027 (2021), https://doi.org/10.48550/arXiv.2203.06074 (2022), https://doi.org/10.1109/CVPR52688.2022.00564 (2021) (+8)	https://doi.org/10.1109/CVPR52729.2023.02083 (2023), https://doi.org/10.1109/CVPR.2018.00182 (2018)	The SIDD dataset is primarily used for real denoising in image restoration research, focusing on reducing noise in real-world images, particularly from smartphone cameras. It provides 20 paired noisy-clean images for training and testing denoising models. The dataset is crucial for evaluating the effectiveness of denoising algorithms, especially in handling realistic noise patterns while preserving important image details.; The SIDD dataset is primarily used for denoising experiments, particularly focusing on real-world noise reduction in smartphone camera images. It is employed to train and evaluate denoising algorithms, providing a benchmark for assessing restoration quality and performance metrics such as PSNR. The dataset's high-quality, real-world noisy images enable researchers to test and improve denoising techniques, enhancing image fidelity and addressing specific noise patterns found in smartphone cameras.	SIDD	
citing_context	SIDD val	https://doi.org/10.48550/arXiv.2408.15994 (2024)	https://doi.org/10.48550/arXiv.2206.05514 (2022)	The SIDD val dataset is used to evaluate noise reduction in images, specifically focusing on real-world noise patterns and restoration quality. Researchers employ this dataset to assess the performance of image restoration techniques, ensuring they effectively handle authentic noise scenarios. This enables the development and refinement of algorithms that improve image clarity and fidelity in practical applications.		
cited_context | citing_context	Sidd Validation Set	https://doi.org/10.48550/arXiv.2310.10123 (2023), https://doi.org/10.48550/arXiv.2310.10123 (2023), https://doi.org/10.48550/arXiv.2211.13654 (2022)	https://doi.org/10.1109/CVPR.2017.35 (2016)	The SIDD validation set is used for validating deblurring algorithms, specifically focusing on real-world image degradation and noise. This dataset enables researchers to assess the performance of deblurring techniques by providing realistic and diverse examples of degraded images, ensuring that the algorithms can handle various types of noise and blur effectively.; The SIDD validation set is used in research to validate deblurring and denoising algorithms, focusing on real-world image degradation and photographic noise reduction. It enables researchers to evaluate the performance of these algorithms by providing realistic scenarios, ensuring that the methods can effectively handle practical issues in image restoration.	SIDD validation set	
citing_context	SIDD-Val	https://doi.org/10.48550/arXiv.2503.09403 (2025)	https://doi.org/10.1109/CVPR.2018.00182 (2018)	The SIDD-Val dataset is primarily used for validating image denoising models by providing noisy and clean image pairs. Researchers employ this dataset to assess the performance and accuracy of their denoising algorithms, ensuring they effectively reduce noise while preserving image details. This validation process is crucial for advancing image restoration techniques.		
citing_context	Singapore maritime dataset (SMD)	https://doi.org/10.48550/arXiv.2402.03738 (2024)	https://doi.org/10.1109/TITS.2016.2634580 (2016)	The Singapore maritime dataset (SMD) is used for water scene restoration and evaluating image restoration methods in maritime environments. It provides maritime images to test and improve restoration algorithms, particularly focusing on addressing visibility issues in hazy conditions. This dataset enables researchers to assess and enhance the performance of restoration techniques in challenging maritime settings.		
cited_context	Smartphone Image Denoising Dataset (SIDD)	https://doi.org/10.48550/arXiv.2306.05390 (2023)	https://www.semanticscholar.org/paper/fb52f9294fa1cd83660eccac486367eac01ea32d (2018)	The Smartphone Image Denoising Dataset (SIDD) is primarily used to train and evaluate color denoising models, focusing on noise reduction in images captured by smartphone cameras. This dataset enables researchers to develop and test algorithms that enhance image quality by specifically addressing the unique noise characteristics of smartphone camera sensors.		
cited_context | citing_context	Smd	https://doi.org/10.48550/arXiv.2402.03738 (2024), https://doi.org/10.1109/TIV.2023.3347952 (2024)	https://doi.org/10.1109/TITS.2016.2634580 (2016), https://doi.org/10.1109/TMM.2018.2865686 (2018)	The SMD dataset is used to evaluate dehazing methods in image restoration research. It focuses on assessing image quality improvement through metrics such as PSNR, SSIM, and NIQE. This dataset enables researchers to quantitatively compare the effectiveness of different dehazing techniques, providing a standardized benchmark for performance evaluation.; The SMD dataset is primarily used for evaluating and comparing various image restoration techniques, including dehazing, deraining, desnowing, and low-light enhancement. It serves as a benchmark for assessing performance through metrics like PSNR, SSIM, FSIM, and NIQE, and for visual comparisons. The dataset includes real-world and synthetic images, particularly emphasizing diverse and challenging scenarios, such as those found in maritime environments.	SMD	
cited_context | citing_context	Snow 100K	https://doi.org/10.1109/TCSVT.2024.3429557 (2024)	https://doi.org/10.1109/TIP.2018.2806202 (2017)	The SNOW 100K dataset is used to evaluate model performance in complex snow scenarios, focusing on the effectiveness of models in addressing intricate snow degradations. This dataset enables researchers to test and validate their models against challenging snow conditions, ensuring robustness and reliability in real-world applications.; The SNOW 100K dataset is used to evaluate model performance in complex snow scenarios, focusing on the effectiveness of models in addressing intricate snow degradations. This dataset enables researchers to test and validate their models against challenging snow conditions, ensuring robustness and reliability in image restoration tasks.	SNOW 100K	
cited_context	Snow realistic	https://doi.org/10.1109/ICCV51070.2023.01983 (2023)	https://doi.org/10.1109/TIP.2018.2806202 (2017)	The 'Snow realistic' dataset is used to test and validate snow removal algorithms by providing realistic synthetic snow images. It is employed in real-world experimental analysis to assess the effectiveness of desnowing methods, enabling researchers to evaluate how well these algorithms perform on realistic snow scenes.		
cited_context | citing_context	Snow100K	https://doi.org/10.48550/arXiv.2506.16960 (2025), https://doi.org/10.3390/electronics13142817 (2024), https://doi.org/10.1109/TCSVT.2024.3429557 (2024) (+11), https://doi.org/10.1109/TCSVT.2024.3429557 (2024), https://doi.org/10.1109/TCSVT.2023.3299324 (2024), https://doi.org/10.48550/arXiv.2409.00263 (2024) (+14)	https://doi.org/10.1109/ICCV48922.2021.00416 (2021), https://doi.org/10.1109/TIP.2018.2806202 (2017)	The Snow100K dataset is primarily used for desnowing, which involves removing snowflakes and enhancing visual clarity in images. It is utilized for training and evaluating snow removal algorithms, particularly focusing on diverse snow patterns and intensities. The dataset supports qualitative comparisons and performance assessments of various desnowing methods, including the use of hierarchical dual-tree complex wavelet representation and contradict channel loss. Its large-scale synthetic nature makes it suitable for optimizing and testing image desnowing models.; The Snow100K dataset is primarily used for training and evaluating snow removal algorithms, focusing on synthetic snow images. It is utilized to assess the performance of various models, including hierarchical dual-tree complex wavelet representation, context-aware deep networks, and OneRestore, on tasks such as single image desnowing and restoring underlying scene details. The dataset's large size, particularly its 50,000 paired images in the test split, enables robust training and evaluation of these image restoration techniques.	Snow100K	
cited_context	Snow100k dataset	https://doi.org/10.48550/arXiv.2407.04621 (2024)	https://doi.org/10.1109/TIP.2016.2639450 (2017)	The Snow100k dataset is used for evaluating snow removal techniques in image restoration. It features realistic snowy images that help researchers assess the effectiveness of these techniques under various conditions. The dataset enables the development and testing of algorithms designed to remove snow from images, enhancing their clarity and usability.		
citing_context	Snow100K L	https://doi.org/10.48550/arXiv.2406.18242 (2024)	https://doi.org/10.1109/TIP.2018.2806202 (2017)	The Snow100K L dataset is primarily used for desnowing research, specifically to test and validate the effectiveness of snow removal techniques on large-scale images. It focuses on assessing the robustness of these methods, leveraging the dataset's large-sized images to ensure that desnowing algorithms perform reliably under various conditions.		
citing_context	Snow100K M	https://doi.org/10.48550/arXiv.2406.18242 (2024)	https://doi.org/10.1109/TIP.2018.2806202 (2017)	The Snow100K M dataset is primarily used for desnowing research, specifically to assess the performance of snow removal algorithms on medium-scale images. Studies employ this dataset to evaluate the effectiveness of desnowing techniques, focusing on the quality and efficiency of image restoration in snowy conditions. The dataset's medium-sized images are crucial for testing and validating these algorithms.		
citing_context	Snow100K S	https://doi.org/10.48550/arXiv.2406.18242 (2024)	https://doi.org/10.1109/TIP.2018.2806202 (2017)	The Snow100K S dataset is primarily used for desnowing research, focusing on small-scale and small-sized images. It evaluates the effectiveness and performance of snow removal methods, enabling researchers to assess the quality of desnowing techniques on detailed, smaller image sets. This dataset facilitates the development and testing of algorithms designed to improve image clarity in snowy conditions.		
cited_context | citing_context	Snow100K-L	https://doi.org/10.1109/TMM.2025.3535316 (2024), https://doi.org/10.1109/TCSVT.2024.3516074 (2024), https://doi.org/10.48550/arXiv.2410.08177 (2024) (+2), https://doi.org/10.1109/TIP.2024.3368961 (2023), https://doi.org/10.1109/ACCESS.2025.3526168 (2023), https://doi.org/10.48550/arXiv.2207.04754 (2022) (+1)	https://doi.org/10.1109/CVPR.2019.00173 (2019), https://doi.org/10.1109/TIP.2018.2806202 (2017)	The Snow100K-L dataset is primarily used for evaluating snow removal techniques in synthetic images. Researchers employ it to test and assess the effectiveness of desnowing algorithms, focusing on improving image visibility and restoration under snow degradation. The dataset's large scale and high-resolution synthetic snowy images enable robust testing of various restoration methods, including hierarchical dual-tree complex wavelet representation and contradict channel loss.; The Snow100K-L dataset is used to evaluate and train image restoration methods, particularly for removing snow from images. It contains 16,801 images and is utilized to assess desnowing performance, focusing on larger-scale images with moderate PSNR/SSIM metrics. The dataset enables researchers to test and enhance algorithms for improving image quality in snowy environments, addressing the most challenging subsets of images.	Snow100K-L	
cited_context | citing_context	Snow100K-L Test Set	https://doi.org/10.1109/CVPR52688.2022.00239 (2021), https://doi.org/10.48550/arXiv.2504.05135 (2025), https://doi.org/10.1109/CVPR52688.2022.00239 (2021)	https://doi.org/10.1109/CVPR.2018.00263 (2017)	The Snow100K-L test set is used to evaluate the effectiveness of snow removal algorithms, specifically focusing on clarity and detail preservation in snowy conditions. It consists of 16,081 images and is employed to assess methods' performance in removing snow, ensuring that restored images maintain high quality and detail. This dataset enables researchers to rigorously test and compare different snow removal techniques.; The Snow100k-L test set is used to evaluate methods for removing snow from images, focusing on the reduction of noise and enhancement of visibility. This dataset enables researchers to assess the effectiveness of their techniques in improving image quality under snowy conditions, providing a benchmark for performance comparison.	Snow100K-L test set, Snow100k-L test set	
cited_context	Snow100K-M	https://doi.org/10.48550/arXiv.2207.04754 (2022)	https://doi.org/10.1109/TCSVT.2020.3003025 (2021)	The Snow100K-M dataset is used to evaluate the performance of SMGARN in de-snowing images, focusing on PSNR improvements compared to DS-GAN. This dataset enables researchers to quantitatively assess and compare the effectiveness of different de-snowing algorithms, specifically in enhancing image quality metrics.		
citing_context	Snow100k-R	https://doi.org/10.48550/arXiv.2411.10708 (2024)	https://doi.org/10.1109/TIP.2018.2806202 (2017)	The Snow100k-R dataset is used to evaluate the effectiveness of AllRestorer in snow removal, focusing on enhancing clarity and detail in snowy scenes. This dataset enables researchers to assess the performance of image restoration techniques specifically designed to handle snow-related distortions, ensuring that restored images are clearer and more detailed.		
cited_context	Snow100K-real	https://doi.org/10.1109/TIP.2024.3501855 (2024)	https://doi.org/10.1109/CVPR52688.2022.01693 (2022)	The Snow100K-real dataset is used to evaluate and compare the performance of MWFormer and other models on real weather-degraded images, specifically focusing on restoration under unknown corruptions. This dataset enables researchers to assess the effectiveness of image restoration techniques in realistic conditions, providing a benchmark for model accuracy and robustness.		
cited_context | citing_context	Snow100K-S	https://doi.org/10.3390/electronics13142817 (2024), https://doi.org/10.48550/arXiv.2504.09973 (2025), https://doi.org/10.48550/arXiv.2207.04754 (2022), https://doi.org/10.1109/TPAMI.2023.3238179 (2022)	https://doi.org/10.1109/ICCV48922.2021.00416 (2021), https://doi.org/10.1109/TCSVT.2020.3003025 (2021)	The Snow100K-S dataset is used for evaluating and testing single image desnowing algorithms. It focuses on smaller-scale synthetic snowy images with varying intensities and complexities to assess algorithm performance. This dataset enables researchers to systematically analyze the effectiveness of snow removal techniques, providing a standardized benchmark for comparing different methods.; The Snow100K-S dataset is used to evaluate the performance of image desnowing techniques, particularly in smaller-scale images. It focuses on comparing methods like SMGARN and DS-GAN, emphasizing metrics such as PSNR and SSIM to assess improvements in de-snowing effectiveness. This dataset enables researchers to benchmark and refine algorithms for better image restoration in snowy conditions.	Snow100K-S	
cited_context	Snow10k	https://doi.org/10.48550/arXiv.2305.17863 (2023)	https://doi.org/10.1109/CVPR.2019.00173 (2019)	The Snow10k dataset is mentioned in the citation context but lacks detailed descriptions of its usage in research. There is no explicit information on its application, methodology, research questions, or specific characteristics. Therefore, it cannot be accurately described as being used for All-in-One Image Restoration or any other specific research area based on the provided evidence.		
citing_context	SnowCityScapes	https://doi.org/10.1109/TCSVT.2024.3519352 (2025)	https://doi.org/10.1109/CVPRW.2018.00119 (2018)	The SnowCityScapes dataset is used for evaluating the desnowing performance of all-in-one image restoration models. It provides images with snow, enabling researchers to test the effectiveness of these models in removing snow from images. This dataset facilitates the assessment of desnowing algorithms by offering realistic, snowy urban scenes, which are crucial for validating the robustness and accuracy of image restoration techniques.		
cited_context	SnowTest100K	https://doi.org/10.1109/TPAMI.2023.3238179 (2022)	https://doi.org/10.1109/TIP.2021.3104166 (2021)	The SnowTest100K dataset is used to qualitatively evaluate and compare the performance of different models, specifically the best model, DesnowNet, and DDMSNet, in snow removal tasks. It leverages semantic and depth priors to enhance the accuracy and effectiveness of snow removal techniques. This dataset enables researchers to assess the visual quality and robustness of these models in handling snow-related image restoration challenges.		
cited_context	Solid dataset	https://doi.org/10.1109/TCSVT.2023.3286405 (2024)	https://doi.org/10.1109/ICCV.2017.423 (2017)	The Solid dataset is used to evaluate image restoration techniques, particularly on indoor solid object scenes. It contains 200 image triplets and is employed to assess the robustness, accuracy, and quality of restored images in controlled environments. The dataset supports research in reflection removal and general image restoration, enabling detailed performance comparisons of different algorithms.		
cited_context | citing_context	Sots	https://doi.org/10.1109/TPAMI.2025.3562211 (2024), https://doi.org/10.1109/CVPR52733.2024.00277 (2023), https://doi.org/10.48550/arXiv.2404.02154 (2024) (+11), https://doi.org/10.24963/ijcai.2024/80 (2024), https://doi.org/10.48550/arXiv.2312.05038 (2023), https://doi.org/10.48550/arXiv.2410.08688 (2024) (+11)	https://doi.org/10.1109/TIP.2018.2867951 (2017)	The SOTS dataset is primarily used for image dehazing research, focusing on improving visibility by removing atmospheric haze effects from both synthetic and real-world images. It contains 72,135 training images and 500 testing images, enabling the training and evaluation of dehazing algorithms. Researchers use SOTS to benchmark single-image dehazing methods, conduct visual comparisons, and measure performance improvements, such as PSNR enhancements, demonstrating its utility in advancing dehazing techniques.; The SOTS dataset is primarily used for evaluating and benchmarking single-image dehazing algorithms. It consists of 500 outdoor images and is utilized to test the performance and effectiveness of dehazing techniques, both in synthetic and real-world conditions. Researchers use it to compare their proposed methods against state-of-the-art algorithms, focusing on metrics like PSNR and visual quality improvements. The dataset's controlled conditions and ground truth data enable rigorous quantitative analysis and validation of dehazing models.	SOTS	
cited_context | citing_context	Sots (Outdoor)	https://doi.org/10.1007/978-3-031-72764-1_1 (2024)	https://doi.org/10.1109/TIP.2018.2867951 (2017)	The SOTS (outdoor) dataset is used to evaluate dehazing methods, specifically focusing on outdoor scenes. It enables researchers to assess the performance of these methods in realistic conditions, ensuring that the dehazing techniques are effective in practical scenarios. The dataset's emphasis on outdoor environments provides a robust testbed for dehazing algorithms.	SOTS (outdoor)	
cited_context | citing_context	Sots Outdoor Dataset	https://doi.org/10.1007/978-3-031-72764-1_1 (2024)	https://doi.org/10.1109/TIP.2018.2867951 (2017)	The SOTS outdoor dataset is used for dehazing comparisons in all-in-one image restoration methods, specifically to enhance outdoor image quality and improve clarity. Researchers employ this dataset to evaluate and compare the effectiveness of different dehazing techniques, focusing on the visual quality and clarity of restored images.	SOTS outdoor dataset	
